datetime,lat,lon
2021-04-27 01:27:39.682599,33.1719201948125,29.5992463154647
2021-04-27 01:28:26.285732,35.1795825843514,32.1568857822569
2021-04-27 01:29:12.893808,37.0811243247559,34.7930314433691
2021-04-27 01:29:59.534508,38.9509637421278,37.6342159682706
2021-04-27 01:30:46.176085,40.7377617195706,40.6364324481389
2021-04-27 01:31:32.786445,42.3963638764815,43.7412554448137
2021-04-27 01:32:19.426714,43.98804042481,47.092952213944
2021-04-27 01:33:06.035994,45.4638735497205,50.6329846192482
2021-04-27 01:33:52.641408,46.7841286257165,54.2836080324988
2021-04-27 01:34:39.282411,47.9935194861993,58.2027193518333
2021-04-27 01:35:25.890794,49.0281975228079,62.2173611119942
2021-04-27 01:36:12.498476,49.9207837190181,66.489193645352
2021-04-27 01:36:59.139485,50.635446902444,70.9124514726089
2021-04-27 01:37:45.746931,51.1529088641534,75.3614796036043
2021-04-27 01:38:32.387130,51.4878647561454,79.9957492950796
2021-04-27 01:39:19.027822,51.621791105391,84.6798998580635
2021-04-27 01:40:05.638051,51.5561256667105,89.2713989049562
2021-04-27 01:40:52.279326,51.2890823456359,93.9272315036413
2021-04-27 01:41:38.887119,50.8360598036511,98.4099734483798
2021-04-27 01:42:25.494506,50.1843163228593,102.878576901537
2021-04-27 01:43:12.102228,49.3510298290231,107.204374759527
2021-04-27 01:43:58.709037,48.3704468906411,111.277728825793
2021-04-27 01:44:45.352359,47.2120536375961,115.260439451584
2021-04-27 01:45:31.993885,45.9374583762017,118.974778284507
2021-04-27 01:46:18.635132,44.5039894996182,122.579629185035
2021-04-27 01:47:05.242088,42.9505244446013,125.994450562474
2021-04-27 01:47:51.849585,41.3255370636906,129.158426412456
2021-04-27 01:48:38.458525,39.5694954280804,132.217695462461
2021-04-27 01:49:25.065017,37.7270860504153,135.112083745903
2021-04-27 01:50:11.673084,35.849456802295,137.796361750096
2021-04-27 01:50:58.279074,33.8635144143167,140.399100955978
2021-04-27 01:51:44.886513,31.8612820251679,142.821113356421
2021-04-27 01:52:31.494362,29.7626790819248,145.179413752286
2021-04-27 01:53:18.134727,27.6170041824693,147.431518366936
2021-04-27 01:54:04.775872,25.4769419909642,149.543453839439
2021-04-27 01:54:51.384088,23.2545486992038,151.617276856373
2021-04-27 01:55:37.991090,21.048884248268,153.574126053582
2021-04-27 01:56:24.631457,18.7682550560968,155.50818973972
2021-04-27 01:57:11.273827,16.4641948999778,157.384907157586
2021-04-27 01:57:57.879621,14.1899263214712,159.174116191805
2021-04-27 01:58:44.519601,11.849837771254,160.961289829653
2021-04-27 01:59:31.160079,9.49627923422,162.714490106568
2021-04-27 02:00:17.768147,7.18257228967205,164.404360869499
2021-04-27 02:01:04.409867,4.81086337869234,166.111156841194
2021-04-27 02:01:51.017966,2.43403993668477,167.804592962872
2021-04-27 02:02:37.625706,0.105355054297638,169.455367722994
2021-04-27 02:03:24.234193,-2.27389697352712,171.141673127178
2021-04-27 02:04:10.873612,-4.60000476684347,172.79796668015
2021-04-27 02:04:57.514116,-6.97153566601793,174.502713595093
2021-04-27 02:05:44.121848,-9.33520885943912,176.226667001983
2021-04-27 02:06:30.728049,-11.6383179117162,177.939145691067
2021-04-27 02:07:17.368771,-13.9781426458766,179.72157917763
2021-04-27 02:08:04.009215,-16.3014195392254,-178.455548973455
2021-04-27 02:08:49.750798,-18.5072888958362,-176.665206127833
2021-04-27 02:09:36.393505,-20.788411569175,-174.740335876318
2021-04-27 02:10:23.003007,-23.0424627877384,-172.750797393742
2021-04-27 02:11:09.645109,-25.218301510116,-170.732162305301
2021-04-27 02:11:56.259941,-27.4059906107036,-168.587114075702
2021-04-27 02:12:42.860856,-29.5075749315194,-166.397095880607
2021-04-27 02:13:29.468560,-31.6088792145792,-164.056226127504
2021-04-27 02:14:16.077243,-33.6575090787599,-161.599707611374
2021-04-27 02:15:02.787403,-35.6048608979277,-159.072127807119
2021-04-27 02:15:49.430551,-37.528030432339,-156.351772743729
2021-04-27 02:16:36.038162,-39.3754975650845,-153.480197292116
2021-04-27 02:17:22.645455,-41.1013224438066,-150.512152248665
2021-04-27 02:18:09.254553,-42.7704567524177,-147.308165150526
2021-04-27 02:18:55.894549,-44.3012558246739,-143.996056157825
2021-04-27 02:19:42.502098,-45.7485934003671,-140.425533788066
2021-04-27 02:20:29.110587,-47.0655392497102,-136.663834423438
2021-04-27 02:21:15.719082,-48.215852388967,-132.798889919316
2021-04-27 02:22:02.435484,-49.2369554246002,-128.670272792475
2021-04-27 02:22:49.072789,-50.0899401840026,-124.374520936644
2021-04-27 02:23:35.712144,-50.7511366466057,-120.029291190465
2021-04-27 02:24:22.321357,-51.2398469270039,-115.474251693362
2021-04-27 02:25:08.963274,-51.5282380043293,-110.937127782452
2021-04-27 02:25:55.618641,-51.6243114451947,-106.260251370934
2021-04-27 02:26:42.209167,-51.5181498149252,-101.584440468927
2021-04-27 02:27:28.829410,-51.2200291331271,-97.0503218412513
2021-04-27 02:28:15.480036,-50.7216712105263,-92.5002069105397
2021-04-27 02:29:02.190652,-50.0349230102382,-88.0684728185227
2021-04-27 02:29:48.809479,-49.1897110061112,-83.8732681774634
2021-04-27 02:30:35.426037,-48.1604458944199,-79.75322976822
2021-04-27 02:31:22.067727,-46.9759954696913,-75.8153456739517
2021-04-27 02:32:08.682034,-45.6788230179954,-72.1447746932301
2021-04-27 02:32:55.291545,-44.2251299512795,-68.5835072297963
2021-04-27 02:33:41.936803,-42.6886720672959,-65.2802160113139
2021-04-27 02:34:28.577102,-41.0142990035915,-62.084855442096
2021-04-27 02:35:15.181713,-39.2452765934636,-59.0621893758527
2021-04-27 02:36:01.900041,-37.4320731046895,-56.2607804575828
2021-04-27 02:36:48.530901,-35.505037683208,-53.5474229229981
2021-04-27 02:37:35.170938,-33.5112064267383,-50.9726874927134
2021-04-27 02:38:21.778712,-31.5024853578779,-48.5754037921602
2021-04-27 02:39:08.419423,-29.3983294708396,-46.239765963961
2021-04-27 02:39:55.061988,-27.2480356559579,-44.0078513884976
2021-04-27 02:40:41.704228,-25.1042066151255,-41.9134421814049
2021-04-27 02:41:28.312760,-22.8786150872863,-39.8554037316425
2021-04-27 02:42:14.955647,-20.6703517493713,-37.912057818423
2021-04-27 02:43:01.640548,-18.3875129910036,-35.9899333029547
2021-04-27 02:43:48.268456,-16.0816189290925,-34.1234099424249
2021-04-27 02:44:34.919026,-13.805851124063,-32.3425952106949
2021-04-27 02:45:21.529576,-11.4644767907346,-30.5624737431658
2021-04-27 02:46:08.172486,-9.10983737626444,-28.814846900613
2021-04-27 02:46:54.813674,-6.79523695759568,-27.1290691285419
2021-04-27 02:47:41.389861,-4.42275794278706,-25.4251111004475
2021-04-27 02:48:28.000824,-2.04529011511997,-23.7331929883126
2021-04-27 02:49:14.643646,0.283912207457639,-22.0826214263184
2021-04-27 02:50:01.285679,2.66357740836633,-20.3952351446978
2021-04-27 02:50:47.895281,4.9899697217503,-18.7366090821248
2021-04-27 02:51:34.490953,7.36165387329426,-17.0281550820093
2021-04-27 02:52:21.083273,9.72531767520533,-15.2991046464516
2021-04-27 02:53:07.712794,12.0282269444491,-13.5802499757775
2021-04-27 02:53:54.344132,14.3676136927291,-11.789811507507
2021-04-27 02:54:40.975096,16.6409431202248,-9.99683391641262
2021-04-27 02:55:27.609846,18.9437653045567,-8.11563930954561
2021-04-27 02:56:14.250386,21.2228525815228,-6.17643761360498
2021-04-27 02:57:00.847960,23.4266814191191,-4.21388179334478
2021-04-27 02:57:47.484756,25.6468361163791,-2.13348728065529
2021-04-27 02:58:34.089651,27.8303519713838,0.032709739249605
2021-04-27 02:59:20.693307,29.9268973201394,2.24596768968071
2021-04-27 03:00:07.299178,32.0219109989737,4.61335949421814
2021-04-27 03:00:53.941218,34.0200930859447,7.04516723970479
2021-04-27 03:01:40.546312,36.0012884924498,9.65885139684465
2021-04-27 03:02:27.153721,37.9135228939999,12.4149881137484
2021-04-27 03:03:13.758247,39.7098626457133,15.2620013513328
2021-04-27 03:04:00.365594,41.4589204128972,18.3349871287389
2021-04-27 03:04:47.004687,43.1102518334366,21.5841525131436
2021-04-27 03:05:33.645286,44.6208642816008,24.9430039054295
2021-04-27 03:06:20.278615,46.0445079310633,28.5632312693261
